ts_ms,coin,funding_rate_quote_per_base,oracle_twap,funding_rate_normalized,annualized_pct
1686798010000,ETH,0.020092541,1651.266705,1.2168e-05,10.65913
1686801606000,ETH,0.023447208,1650.874778,1.42029e-05,12.44174
1686805206000,ETH,0.028988958,1650.082979,1.75682e-05,15.389727
1686808862000,ETH,0.028864875,1647.316285,1.75224e-05,15.349591
1686812409000,ETH,0.035824291,1642.638166,2.1809e-05,19.104681
1686816008000,ETH,0.038003458,1638.546575,2.31934e-05,20.317414
1686819611000,ETH,0.034402541,1637.965836,2.10032e-05,18.398812
1686823205000,ETH,0.033953625,1634.403798,2.07743e-05,18.198303
1686826809000,ETH,0.033434541,1634.504775,2.04555e-05,17.91898
1686830407000,ETH,0.037443583,1635.990736,2.28874e-05,20.049367
1686834001000,ETH,0.038758083,1636.419839,2.36847e-05,20.747781
1686837604000,ETH,0.035075041,1640.413332,2.13818e-05,18.730484
1686841270000,ETH,0.037890416,1643.035491,2.30612e-05,20.201636
1686844806000,ETH,0.039239666,1642.544496,2.38896e-05,20.927255
1686848409000,ETH,0.043756125,1640.905427,2.66658e-05,23.359278
1686852006000,ETH,0.037671416,1640.142241,2.29684e-05,20.120304
1686855601000,ETH,0.040856333,1648.650522,2.47817e-05,21.708753
1686859204000,ETH,0.040375708,1659.351366,2.43322e-05,21.315028
1686862814000,ETH,0.040265208,1660.576087,2.42477e-05,21.241015
1686866406000,ETH,0.03742,1667.120955,2.24459e-05,19.662593
1686870010000,ETH,0.038980875,1666.003169,2.33978e-05,20.496508
1686873606000,ETH,0.041357166,1664.598745,2.48451e-05,21.764331
1686877201000,ETH,0.046229958,1663.121392,2.77971e-05,24.350263
1686880807000,ETH,0.047240166,1662.593109,2.84135e-05,24.890266
1686884411000,ETH,0.049098208,1662.629138,2.95305e-05,25.868685
1686888000000,ETH,0.048273916,1664.008929,2.90106e-05,25.413295
1686891605000,ETH,0.047355,1665.754631,2.84286e-05,24.903416
1686895206000,ETH,0.052134,1667.648051,3.1262e-05,27.385505
1686898806000,ETH,0.050351208,1670.025268,3.015e-05,26.411372
1686902403000,ETH,0.046561041,1670.120648,2.78788e-05,24.421872
1686906004000,ETH,0.040191208,1671.151918,2.405e-05,21.067802
1686909605000,ETH,0.036852708,1670.125866,2.20658e-05,19.329664
1686913202000,ETH,0.03504025,1669.309959,2.09909e-05,18.387992
1686916805000,ETH,0.036968125,1666.88281,2.2178e-05,19.427927
1686920401000,ETH,0.030268625,1665.915982,1.81694e-05,15.916358
1686924001000,ETH,0.021012666,1665.903,1.26134e-05,11.04932
1686927611000,ETH,0.025829583,1662.951362,1.55324e-05,13.60636
1686931225000,ETH,0.029012625,1665.839835,1.74162e-05,15.256604
1686934816000,ETH,0.028806125,1674.435556,1.72035e-05,15.070252
1686938415000,ETH,0.026834583,1686.305115,1.59132e-05,13.940001
1686942000000,ETH,0.028474083,1705.878925,1.66917e-05,14.621962
1686945609000,ETH,0.030282708,1713.307173,1.7675e-05,15.483302
1686949210000,ETH,0.020128708,1719.235924,1.17079e-05,10.256154
1686952807000,ETH,0.015566375,1719.199673,9.0544e-06,7.931682
1686956406000,ETH,0.010263541,1718.385184,5.9728e-06,5.232157
1686960007000,ETH,0.001958041,1717.473133,1.1401e-06,0.998702
1686963608000,ETH,0.007259166,1716.82761,4.2282e-06,3.703942
1686967205000,ETH,0.007866125,1716.354888,4.583e-06,4.014744
1686970810000,ETH,0.0086785,1717.517721,5.0529e-06,4.426368
1686974410000,ETH,0.009503166,1718.140013,5.5311e-06,4.845224
1686978007000,ETH,0.010667291,1720.132756,6.2014e-06,5.432457
